Protocol,FND_mean,FND_std,HND_mean,HND_std,LND_mean,LND_std,PDR_mean,PDR_std,LatA_mean,LatA_std,Gini_mean,Gini_std,Overhead_mean,Overhead_std,Overhead_tdma_mean,Overhead_tdma_std,Throughput_mean,Throughput_std,AvgEnergy_mean,AvgEnergy_std
CARHy_RL,420.9000,70.0788,1721.5000,165.9973,8000.0000,0.0000,0.7333,0.0721,0.0000,0.0000,0.1961,0.0106,0.2682,0.0480,0.2682,0.0480,34.6634,6.5613,0.0307,0.0071
AODV,292.9500,62.1556,1485.5500,128.7668,8000.0000,0.0000,0.9521,0.0237,0.0000,0.0000,0.1931,0.0094,14.9113,0.3864,14.9113,0.3864,37.1832,7.4317,0.0303,0.0071
DSDV,59.1500,5.7881,250.0000,16.0329,8000.0000,0.0000,0.8678,0.0616,0.0000,0.0000,0.1933,0.0098,1.2020,0.0160,1.2020,0.0160,7.0147,1.8118,0.0302,0.0071
ZRP,322.7500,71.5217,1716.3500,161.8086,8000.0000,0.0000,0.9511,0.0240,0.0000,0.0000,0.1944,0.0095,5.8978,0.3827,5.8978,0.3827,42.7462,8.3130,0.0303,0.0071
EH_Routing,311.9000,53.8124,1266.6000,74.4173,8000.0000,0.0000,0.9508,0.0165,0.0000,0.0000,0.2014,0.0107,1.0000,0.0000,1.0000,0.0000,28.1053,5.8149,0.0302,0.0070
MSLBA,293.5000,56.1731,1336.1500,103.0530,8000.0000,0.0000,0.9562,0.0158,0.0000,0.0000,0.1912,0.0096,1.0000,0.0000,1.0000,0.0000,35.0200,8.1624,0.0304,0.0071
RLCR,281.6500,160.6127,1291.9000,106.7047,8000.0000,0.0000,0.9405,0.0135,0.0000,0.0000,0.2009,0.0110,0.0361,0.0001,0.1776,0.0013,29.0035,5.7963,0.0305,0.0070
FQ_UCR,125.2500,49.0444,1129.4500,129.4317,8000.0000,0.0000,0.9142,0.0142,0.0000,0.0000,0.1975,0.0104,0.0377,0.0001,0.0967,0.0029,24.3276,5.1264,0.0309,0.0072
RPL,273.1000,89.5632,1780.2500,163.4567,8000.0000,0.0000,0.9544,0.0200,0.0000,0.0000,0.1967,0.0104,0.0086,0.0018,0.0086,0.0018,42.1509,8.7235,0.0301,0.0070
