Protocol,FND_mean,FND_std,HND_mean,HND_std,LND_mean,LND_std,PDR_mean,PDR_std,LatA_mean,LatA_std,Gini_mean,Gini_std,Overhead_mean,Overhead_std,Overhead_tdma_mean,Overhead_tdma_std,Throughput_mean,Throughput_std,AvgEnergy_mean,AvgEnergy_std
CARHy_RL,312.0000,53.8575,1258.7500,75.4153,8000.0000,0.0000,0.9346,0.0182,25.2690,1.2012,0.1984,0.0108,1.0000,0.0000,1.0000,0.0000,33.9708,3.6611,0.0361,0.0050
AODV,292.9500,62.1556,1485.5500,128.7668,8000.0000,0.0000,0.9521,0.0237,32.3279,1.4132,0.1931,0.0094,14.9113,0.3864,14.9113,0.3864,44.3995,4.0107,0.0361,0.0049
DSDV,59.1500,5.7881,250.0000,16.0329,8000.0000,0.0000,0.8678,0.0616,26.8892,0.8517,0.1933,0.0098,1.2020,0.0160,1.2020,0.0160,8.3520,1.3286,0.0361,0.0050
ZRP,322.7500,71.5217,1716.3500,161.8086,8000.0000,0.0000,0.9511,0.0240,28.0269,1.4805,0.1944,0.0095,5.8978,0.3827,5.8978,0.3827,51.0744,4.4939,0.0361,0.0049
EH_Routing,311.9000,53.8124,1266.6000,74.4173,8000.0000,0.0000,0.9508,0.0165,26.0670,1.5551,0.2014,0.0107,1.0000,0.0000,1.0000,0.0000,33.5663,3.4956,0.0360,0.0049
MSLBA,293.5000,56.1731,1336.1500,103.0530,8000.0000,0.0000,0.9562,0.0158,22.0055,0.8822,0.1912,0.0096,1.0000,0.0000,1.0000,0.0000,41.7421,5.5738,0.0363,0.0050
RLCR,281.6500,160.6127,1291.9000,106.7047,8000.0000,0.0000,0.9405,0.0135,33.9531,0.6466,0.2009,0.0110,0.0361,0.0001,0.1776,0.0013,34.6681,3.5393,0.0364,0.0049
FQ_UCR,125.2500,49.0444,1129.4500,129.4317,8000.0000,0.0000,0.9142,0.0142,35.2415,0.6325,0.1975,0.0104,0.0377,0.0001,0.0967,0.0029,29.0394,3.1354,0.0369,0.0050
RPL,272.9000,89.4238,1780.2000,163.5068,8000.0000,0.0000,0.9544,0.0201,27.5692,1.4144,0.1967,0.0104,0.0142,0.0033,0.0142,0.0033,50.2786,4.9875,0.0359,0.0049
