Protocol,FND_mean,FND_std,HND_mean,HND_std,LND_mean,LND_std,PDR_mean,PDR_std,LatA_mean,LatA_std,Gini_mean,Gini_std,Overhead_mean,Overhead_std,Overhead_tdma_mean,Overhead_tdma_std,Throughput_mean,Throughput_std,AvgEnergy_mean,AvgEnergy_std
CARHy_RL,334.2500,57.5819,1425.0000,115.3425,8000.0000,0.0000,0.8973,0.0150,24.6631,1.2002,0.1961,0.0108,0.5426,0.0525,0.5426,0.0525,41.6938,4.0880,0.0404,0.0038
AODV,292.9500,62.1556,1485.5500,128.7668,8000.0000,0.0000,0.9521,0.0237,32.3976,1.4226,0.1931,0.0094,14.9113,0.3864,14.9113,0.3864,49.6279,4.6533,0.0402,0.0038
DSDV,59.1500,5.7881,250.0000,16.0329,8000.0000,0.0000,0.8678,0.0616,26.8835,0.9028,0.1933,0.0098,1.2020,0.0160,1.2020,0.0160,9.2894,1.1496,0.0401,0.0039
ZRP,265.6500,53.1881,1261.6000,77.7177,8000.0000,0.0000,0.9376,0.0317,29.1593,1.2074,0.1920,0.0102,6.5449,0.3513,6.5449,0.3513,41.5097,3.8662,0.0402,0.0039
EH_Routing,311.9000,53.8124,1266.6000,74.4173,8000.0000,0.0000,0.9508,0.0165,26.0874,1.5312,0.2014,0.0107,1.0000,0.0000,1.0000,0.0000,37.4410,3.1327,0.0401,0.0038
MSLBA,293.5000,56.1731,1336.1500,103.0530,8000.0000,0.0000,0.9562,0.0158,22.0093,0.8735,0.1912,0.0096,1.0000,0.0000,1.0000,0.0000,46.4588,4.5042,0.0403,0.0038
RLCR,401.3500,166.6371,1295.7000,86.5351,8000.0000,0.0000,0.9402,0.0140,33.9447,0.6496,0.2003,0.0105,0.0362,0.0001,0.1778,0.0012,38.7988,3.8235,0.0404,0.0039
FQ_UCR,123.3000,48.7821,1159.4500,113.0945,8000.0000,0.0000,0.9148,0.0155,35.2597,0.7191,0.1977,0.0104,0.0377,0.0001,0.0968,0.0025,32.5332,3.0133,0.0410,0.0039
